npa_plz,town,state,latitude,longitude
3631,H�fen,BE,46.7178,7.56414
3632,Oberstocken,BE,46.6983,7.56943
3633,Amsoldingen,BE,46.725,7.58375
3634,Thierachern,BE,46.7511,7.57218
3635,Uebeschi,BE,46.737,7.54556
3636,Forst,BE,46.7675,7.52258
3638,Pohlern,BE,46.7281,7.49548
3645,Zwieselberg,BE,46.7091,7.60993
3646,Einigen,BE,46.7182,7.63097
3647,Reutigen,BE,46.6928,7.60579
3652,Hilterfingen,BE,46.7403,7.65788
3653,Oberhofen am Thunersee,BE,46.7362,7.65483
3654,Gunten,BE,46.719,7.69938
3655,Sigriswil,BE,46.7353,7.74775
3656,Ringoldswil,BE,46.7239,7.71034
3657,Schwanden Sigrisw,BE,46.7358,7.71353
3658,Merligen,BE,46.701,7.73039
3661,Uetendorf Zust,BE,46.775,7.57457
3662,Seftigen,BE,46.7904,7.53917
3663,Gurzelen,BE,46.7724,7.53442
3664,Burgistein,BE,46.7921,7.50323
3665,Wattenwil,BE,46.7593,7.49272
3671,Herbligen,BE,46.815,7.61638
3672,Aeschlen,BE,46.8426,7.62747
3673,Linden,BE,46.8484,7.68682
3674,Bleiken b. Oberdiessbach,BE,46.8158,7.63861
3700,Spiez Zustellung,BE,46.6866,7.67062
3702,Hondrich,BE,46.6628,7.65481
3703,Aeschiried,BE,46.6235,7.74745
3704,Krattigen,BE,46.6512,7.73612
3705,Faulensee,BE,46.662,7.72449
3706,Leissigen,BE,46.642,7.7795
3707,D�rligen,BE,46.6547,7.81244
3711,M�lenen,BE,46.6529,7.68646
3713,Reichenbach im Kandertal,BE,46.5741,7.73689
3714,Frutigen Zust,BE,46.5584,7.61679
3715,Adelboden Zust,BE,46.4737,7.55514
3716,Kandergrund,BE,46.5376,7.66692
3717,Blausee-Mitholz,BE,46.5334,7.66879
3718,Kandersteg,BE,46.4692,7.70832
3722,Scharnachtal,BE,46.6172,7.69819
3723,Kiental,BE,46.5636,7.76088
3724,Ried (Frutigen),BE,46.5766,7.6248
3725,Achseten,BE,46.5278,7.59722
3752,Wimmis,BE,46.6615,7.64166
3753,Oey,BE,46.6689,7.58384
3754,Diemtigen,BE,46.6064,7.53627
3755,Horboden,BE,46.632,7.56081
3756,Zwischenfl�h,BE,46.6071,7.51577
3757,Schwenden,BE,46.5634,7.48214
3758,Latterbach,BE,46.6642,7.57892
3762,Erlenbach im Simmental,BE,46.6622,7.53981
3763,D�rstetten,BE,46.6374,7.49121
3764,Weissenburg,BE,46.6387,7.47599
3765,Oberwil im Simmental,BE,46.6558,7.43162
3766,Boltigen,BE,46.6046,7.35736
3770,Zweisimmen Zust,BE,46.5493,7.37985
3771,Blankenburg,BE,46.5194,7.38832
3772,St.Stephan,BE,46.5032,7.42597
3773,Matten(St.Stephan),BE,46.4971,7.4226
3775,Lenk,BE,46.4289,7.44952
3776,Oeschseite,BE,46.5294,7.34829
3777,Saanenm�ser,BE,46.545,7.28479
3778,Sch�nried,BE,46.4969,7.29436
3780,Gstaad Zustellung,BE,46.4612,7.28146
3781,Turbach,BE,46.4784,7.33046
3782,Lauenen,BE,46.3983,7.33714
3783,Grund b. Gstaad,BE,46.4578,7.28019
3784,Feutersoey,BE,46.4169,7.26305
3785,Gsteig,BE,46.3832,7.25301
3792,Saanen,BE,46.4816,7.28839
3800,Interlaken Zust,BE,46.6871,7.86486
3801,Jungfraujoch,VS,46.5524,7.98459
3803,Beatenberg,BE,46.7148,7.80443
3804,Habkern,BE,46.7508,7.88121
3805,Goldswil,BE,46.6964,7.8765
3806,B�nigen,BE,46.6799,7.92426
3807,Iseltwald,BE,46.7008,7.97353
3812,Wilderswil,BE,46.6458,7.86584
3813,Saxeten,BE,46.6274,7.82792
3814,Gsteigwiler,BE,46.6446,7.88261
3815,G�ndlischwand,BE,46.6359,7.90043
3816,Burglauenen,BE,46.6385,7.94755
3818,Grindelwald Zust,BE,46.6191,8.05099
3822,Isenfluh,BE,46.5516,7.89369
3823,Wengen,BE,46.599,7.91367
3824,Stechelberg,BE,46.5542,7.89913
3825,M�rren,BE,46.5705,7.87807
3826,Gimmelwald,BE,46.551,7.88061
3844,Santa Maria Val M�stair,GR,46.6011,10.4236
3852,Ringgenberg BE,BE,46.7072,7.89082
3853,Niederried b. Interlaken,BE,46.7237,7.92492
3854,Oberried am Brienzersee,BE,46.7567,7.95649
3855,Brienz BE Zust,BE,46.6742,8.02715
3856,Brienzwiler,BE,46.7306,8.09881
3857,Unterbach BE,BE,46.7373,8.10951
3858,Hofstetten b. Brienz,BE,46.766,8.07692
3860,Schattenhalb,BE,46.7185,8.1344
3862,Innertkirchen,BE,46.6716,8.23706
3863,Gadmen,BE,46.7009,8.29398
3864,Guttannen,BE,46.6002,8.26
3900,Brig Dist Ba,VS,46.2969,7.94888
3901,Zwischbergen,VS,46.201,8.12901
3902,Glis,VS,46.2938,7.95822
3903,Mund,VS,46.3294,7.95874
3904,Naters,VS,46.4076,7.98293
3905,Saas Almagell,VS,46.055,7.96519
3906,Saas Fee,VS,46.0905,7.89976
3907,Simplon Dorf Zust,VS,46.163,8.09777
3908,Saas Balen,VS,46.1525,7.92847
3910,Saas Grund,VS,46.1313,7.97019
3911,Ried-Brig,VS,46.2864,8.06493
3912,Termen,VS,46.3216,8.04202
3913,Rosswald,VS,46.3047,8.05194
3914,Blatten,VS,46.3614,7.97502
3916,Ferden,VS,46.387,7.73597
3917,Kippel,VS,46.361,7.75768
3918,Wiler (L�tschen),VS,46.4074,7.787
3919,Blatten(L�tschen),VS,46.4404,7.85599
3920,Zermatt Zustellung,VS,45.9897,7.75248
3922,Kalpetran,VS,46.1791,7.90753
3923,T�rbel,VS,46.2453,7.84013
3924,Gasenried,VS,46.1568,7.80032
3925,Gr�chen,VS,46.1967,7.84877
3926,Embd,VS,46.2168,7.81005
3927,Herbriggen,VS,46.1736,7.79157
3928,Randa,VS,46.0972,7.77985
3929,T�sch,VS,46.054,7.81103
3930,Visp Zustellung,VS,46.2914,7.88087
3931,Lalden,VS,46.2816,7.90511
3932,Visperterminen,VS,46.243,7.94014
3933,Staldenried,VS,46.2213,7.90224
3934,Zeneggen,VS,46.2722,7.85875
3935,B�rchen,VS,46.2697,7.81802
3937,Baltschieder,VS,46.3759,7.88056
3938,Ausserberg,VS,46.3271,7.85367
3939,Eggerberg,VS,46.3132,7.88365
3940,Steg-Gampel,VS,46.3242,7.76288
3942,Niedergesteln,VS,46.334,7.78266
3943,Eischoll,VS,46.2827,7.76284
3944,Unterb�ch,VS,46.2552,7.77765
3945,Niedergampel,VS,46.3202,7.71879
3946,Turtmann,VS,46.191,7.69621
3947,Ergisch,VS,46.252,7.72286
3948,Oberems,VS,46.217,7.6978
3949,Hohtenn,VS,46.3266,7.75637
3951,Agarn,VS,46.2766,7.66358
3952,Susten,VS,46.3074,7.63982
3953,Inden,VS,46.3375,7.59278
3954,Leukerbad,VS,46.4021,7.62765
3955,Albinen,VS,46.3498,7.64396
3956,Feschel,VS,46.2979,7.68645
3957,Bratsch,VS,46.326,7.70469
3960,Niouc,VS,46.2783,7.51565
3961,Saint-Jean,VS,46.2222,7.58254
3963,Crans-Montana 2,VS,46.2983,7.48809
3965,Chippis,VS,46.2767,7.54285
3966,R�chy,VS,46.2477,7.53015
3967,Vercorin,VS,46.2451,7.50839
3968,Veyras,VS,46.3038,7.54239
3970,Salgesch,VS,46.3133,7.57475
3971,Ollon VS,VS,46.2886,7.4763
3972,Mi�ge,VS,46.3147,7.54847
3973,Venth�ne,VS,46.3063,7.52672
3974,Mollens VS,VS,46.3491,7.53428
3975,Randogne,VS,46.3178,7.49901
3976,Champzab�,VS,46.2789,7.49794
3977,Granges VS Dist,VS,46.2584,7.46383
3978,Flanthey,VS,46.2691,7.44979
3979,Gr�ne,VS,46.2334,7.48643
3982,Bitsch,VS,46.344,7.99729
3983,Greich,VS,46.3552,8.04114
3984,Fieschertal,VS,46.4134,8.11846
3985,M�nster-Geschinen,VS,46.4921,8.27463
3986,Ried-M�rel,VS,46.3573,8.03201
3987,Riederalp,VS,46.3779,8.0305
3988,Ulrichen,VS,46.4852,8.33333
3989,Grafschaft,VS,46.4357,8.19447
3991,Betten,VS,46.4173,8.05834
3992,Bettmeralp,VS,46.3895,8.06118
3993,Grengiols,VS,46.3545,8.12132
3994,Martisberg,VS,46.3937,8.09128
3995,Steinhaus,VS,46.3839,8.1504
3996,Binn,VS,46.3669,8.21767
3997,Bellwald,VS,46.4447,8.15695
3998,Reckingen-Gluringen,VS,46.4581,8.25219
3999,Oberwald,VS,46.545,8.39133
4000,Basel Postauto,BS,47.5597,7.58053
4001,Basel 1,BS,47.5577,7.59366
4002,Basel 2 F�cher,BS,47.5577,7.59366
4003,Basel,BS,47.5577,7.59366
4004,Basel,BS,47.5577,7.59366
4005,Basel,BS,47.5577,7.59366
4007,Basel,BS,47.5577,7.59366
4008,Basel,BS,47.5577,7.59366
4009,Basel,BS,47.5577,7.59366
4010,Basel,BS,47.5577,7.59366
4011,Basel,BS,47.5577,7.59366
4012,Basel,BS,47.5577,7.59366
4013,Basel,BS,47.5577,7.59366
4015,Basel,BS,47.5577,7.59366
4016,Basel,BS,47.5577,7.59366
4017,Basel,BS,47.5597,7.58053
4018,Basel,BS,47.5577,7.59366
4019,Basel,BS,47.5577,7.59366
4020,Basel,BS,47.5577,7.59366
4023,Basel,BL,47.5325,7.60963
4024,Basel,BS,47.5597,7.58053
4025,Basel,BS,47.5577,7.59366
4030,Basel,BS,47.5597,7.58053
4031,Basel,BS,47.562,7.5833
4032,Basel,BS,47.5577,7.59366
4033,Basel,BS,47.5596,7.58061
4039,Basel,BS,47.5597,7.58053
4040,Basel,BL,47.4153,8.34667
4041,Basel,BS,47.5597,7.58053
4042,Basel PF OC,BL,47.5487,7.58769
4051,Basel,BS,47.5577,7.59366
4052,Basel,BS,47.5577,7.59366
4053,Basel,BS,47.5577,7.59366
4054,Basel,BS,47.5487,7.58768
4055,Basel,BS,47.5487,7.58768
4056,Basel,BS,47.5487,7.58768
4057,Basel,BS,47.5487,7.58768
4058,Basel,BS,47.5577,7.59366
4059,Basel,BS,47.5487,7.58768
4060,Basel Kbasel Zust,BS,47.5597,7.58053
4065,Basel SBB Cargo AG,BS,47.5487,7.58769
4070,Basel,BS,47.5597,7.58053
4078,Basel Reader's D.,BS,47.5597,7.58053
4080,Basel,BS,47.5597,7.58053
4083,Basel,BS,47.5597,7.58053
4084,Basel,BS,47.5597,7.58053
4085,Basel,BS,47.5597,7.58053
4086,Basel,BS,47.5597,7.58053
4087,Basel,BS,47.5597,7.58053
4088,Basel,BS,47.5597,7.58053
4089,Basel SPI GLS,BS,47.5597,7.58053
4091,Basel,BS,47.5597,7.58053
4092,Basel SPI AS 22,BS,47.5487,7.58769
4093,Basel SPI AS 23,BS,47.5487,7.58769
4094,Basel SPI AS 24,BS,47.5597,7.58053
4095,Basel SPI AS 25,BS,47.5597,7.58053
4096,Basel SPI AS 26,BS,47.5597,7.58053
4101,Bruderholz,BL,47.5277,7.57895
4102,Binningen 1 Zust,BL,47.5367,7.56788
4103,Bottmingen,BL,47.5221,7.57643
4104,Oberwil BL Zust,BL,47.5131,7.54807
4105,Biel-Benken,BL,47.5068,7.52096
4106,Therwil Zustellung,BL,47.4975,7.55918
4107,Ettingen,BL,47.4745,7.54599
4108,Witterswil,SO,47.4875,7.52608
4112,Fl�h,SO,47.4909,7.50702
4114,Hofstetten-Fl�h,SO,47.4757,7.51598
4115,Mariastein,SO,47.4624,7.51891
4116,Metzerlen-Mariastein,SO,47.4414,7.46674
4117,Burg im Leimental,BL,47.4523,7.43683
4118,Rodersdorf,SO,47.4846,7.44629
4123,Allschwil Zust,BL,47.5451,7.53756
4124,Sch�nenbuch,BL,47.5352,7.50616
4125,Riehen 1 Zust,BS,47.5794,7.65122
4126,Bettingen,BS,47.5704,7.67231
4127,Birsfelden B�umli,BL,47.5535,7.62979
4132,Muttenz 1 Zust,BL,47.5248,7.6491
4133,Pratteln SPI,BL,47.5185,7.69279
4142,M�nchenstein 1 Zus,BL,47.5186,7.61745
4143,Dornach 2,SO,47.4766,7.6243
4144,Arlesheim Dist Fil,BL,47.4955,7.62834
4145,Gempen,SO,47.4771,7.65898
4146,Hochwald,SO,47.4535,7.63907
4147,Aesch BL,BL,47.4728,7.58489
4148,Pfeffingen,BL,47.4572,7.58033
4153,Reinach BL Zust,BL,47.4965,7.58593
4202,Duggingen,BL,47.4522,7.61038
4203,Grellingen,BL,47.4389,7.58672
4204,Himmelried,SO,47.4239,7.59143
4206,Seewen,SO,47.4259,7.64215
4207,Bretzwil,BL,47.3978,7.65213
4208,Nunningen,SO,47.3979,7.6164
4222,Zwingen,BL,47.4359,7.52793
4223,Blauen,BL,47.4499,7.52226
4224,Nenzlingen,BL,47.4455,7.54979
4225,Brislach,BL,47.419,7.54589
4226,Breitenbach,SO,47.4065,7.55716
4227,B�sserach,SO,47.3898,7.54472
4228,Erschwil,SO,47.3717,7.54476
4229,Beinwil,SO,47.3544,7.56367
4232,Fehren,SO,47.3969,7.57893
4233,Meltingen,SO,47.3794,7.58892
4234,Zullwil,SO,47.388,7.60208
4242,Laufen Zustellung,BL,47.4102,7.49017
4243,Dittingen,BL,47.4329,7.49267
4244,R�schenz,BL,47.4329,7.46428
4245,Kleinl�tzel,SO,47.4269,7.41777
4246,Wahlen,BL,47.3939,7.51195
4247,Grindel,SO,47.3787,7.50626
4252,B�rschwil Dorf,SO,47.3845,7.46604
4253,Liesberg,BL,47.4007,7.42697
4254,Liesberg Dorf,BL,47.4037,7.4318
4302,Augst,BL,47.5239,7.71055
4303,Kaiseraugst Lieb.,AG,47.5361,7.74224
4304,Giebenach,BL,47.5131,7.73845
4305,Olsberg,AG,47.5215,7.77884
4310,Rheinfelden SPI,AG,47.5559,7.80463
4312,Magden,AG,47.5204,7.81019
4313,M�hlin Zustellung,AG,47.5633,7.85406
4314,Zeiningen,AG,47.5432,7.87635
4315,Zuzgen,AG,47.5254,7.90025
4316,Hellikon,AG,47.5069,7.9165
4317,Wegenstetten,AG,47.4939,7.93123
4322,Mumpf,AG,47.5462,7.91506
4323,Wallbach,AG,47.5681,7.89788
4324,Obermumpf,AG,47.527,7.92926
4325,Schupfart,AG,47.5129,7.96238
4332,Stein AG,AG,47.5427,7.94033
4333,M�nchwilen AG,AG,46.8207,6.489
4334,Sisseln,AG,47.5492,7.98295
4402,Frenkendorf,BL,47.501,7.69702
4410,Liestal Dist Fil,BL,47.4854,7.72573
4411,Seltisberg,BL,47.462,7.71568
4412,Nuglar-St.Pantaleon,SO,47.4608,7.69018
4413,B�ren SO,SO,47.4477,7.67218
4414,F�llinsdorf Zust,BL,47.511,7.73202
4415,Lausen Zustellung,BL,47.4706,7.76559
4416,Bubendorf Zust,BL,47.4458,7.73706
4417,Ziefen,BL,47.429,7.70269
4418,Reigoldswil,BL,47.3957,7.69007
4419,Lupsingen,BL,47.4387,7.69582
4421,St. Pantaleon,SO,47.4608,7.69019
4422,Arisdorf,BL,47.5095,7.76693
4423,Hersberg,BL,47.4862,7.77942
4424,Arboldswil,BL,47.415,7.71254
4425,Titterten,BL,47.4017,7.71637
4426,Lauwil,BL,47.3872,7.6654
4431,Bennwil,BL,47.396,7.77129
4432,Lampenberg,BL,47.4267,7.75294
4433,Ramlinsburg,BL,47.4431,7.76624
4434,H�lstein,BL,47.4259,7.77497
4435,Niederdorf,BL,47.4109,7.74802
4436,Liedertswil,BL,47.387,7.71577
4437,Waldenburg,BL,47.3767,7.73942
4438,Langenbruck,BL,47.358,7.77093
4441,Th�rnen,BL,47.4531,7.82888
4442,Diepflingen,BL,47.4436,7.84197
4443,Wittinsburg,BL,47.4285,7.83889
4444,R�mlingen,BL,47.4243,7.8622
4445,H�felfingen,BL,47.4085,7.86704
4446,Buckten,BL,47.4108,7.84815
4447,K�nerkinden,BL,47.4109,7.83204
4448,L�ufelfingen,BL,47.3936,7.85576
4450,Sissach Zustellung,BL,47.4722,7.80773
4451,Wintersingen,BL,47.489,7.82288
4452,Itingen,BL,47.4648,7.78481
4453,Nusshof,BL,47.4893,7.79519
4455,Zunzgen,BL,47.4451,7.7986
4456,Tenniken,BL,47.4326,7.81488
4457,Diegten,BL,47.4092,7.80991
4458,Eptingen,BL,47.3801,7.8194
4460,Gelterkinden Zust,BL,47.4569,7.85852
4461,B�ckten,BL,47.4661,7.83246
4462,Rickenbach BL,BL,47.4829,7.84625
4463,Buus,BL,47.5058,7.86434
4464,Maisprach,BL,47.5219,7.839
4465,Hemmiken,BL,47.4641,7.88462
4466,Ormalingen,BL,47.4731,7.87841
4467,Rothenfluh,BL,47.4676,7.91702
4468,Kienberg,SO,47.4367,7.96597
4469,Anwil,BL,47.4471,7.93342
4492,Tecknau,BL,47.4457,7.89328
4493,Wenslingen,BL,47.4405,7.90764
4494,Oltingen,BL,47.4299,7.93312
4495,Zeglingen,BL,47.4136,7.91034
4496,Kilchberg BL,BL,47.4245,7.88255
4497,R�nenberg,BL,47.4321,7.88126
4500,Solothurn Dist Fil,SO,47.2084,7.53011
4501,Solothurn 1 F�cher,SO,47.2084,7.53011
4502,Solothurn 2 F�cher,SO,47.2084,7.53011
4503,Solothurn,SO,47.2084,7.53011
4509,Solothurn,SO,47.2105,7.53693
4512,Bellach Zustellung,SO,47.2105,7.49578
4513,Langendorf,SO,47.2217,7.51553
4514,Lommiswil,SO,47.2284,7.46788
4515,Oberdorf SO,SO,47.2379,7.47132
4522,R�ttenen,SO,47.2406,7.53342
4523,Niederwil SO,SO,47.2493,7.05685
4524,Oberbalmberg,SO,47.263,7.57427
4525,Balm b. G�nsberg,SO,47.2604,7.54384
4528,Zuchwil,SO,47.2058,7.56364
4532,Feldbrunnen-St.Niklaus,SO,47.2145,7.5559
4533,Riedholz,SO,47.2319,7.57003
4534,Flumenthal,SO,47.2343,7.60222
4535,Kammersrohr,SO,47.2444,7.58887
4536,Attiswil,BE,47.2533,7.61075
4537,Wiedlisbach,BE,47.2457,7.65168
4538,Oberbipp,BE,47.2541,7.67756
4539,Farnern,BE,47.2679,7.6104
4542,Luterbach,SO,47.216,7.58678
4543,Deitingen,SO,47.218,7.62069
4551,Derendingen,SO,47.2003,7.59006
4552,Derendingen Zust,SO,47.1918,7.58991
4553,Subingen,SO,47.2001,7.6239
4554,H�niken,SO,47.1879,7.64578
4556,Steinhof,SO,47.1591,7.68449
4557,Horriwil,SO,47.1804,7.62471
4558,Winistorf,SO,47.1548,7.63774
4562,Biberist,SO,47.185,7.5478
4563,Gerlafingen Zust,SO,47.1706,7.57204
4564,Zielebach,BE,47.1617,7.5841
4565,Recherswil,SO,47.1599,7.60158
4566,Oekingen,SO,47.1749,7.59507
4571,L�terkofen,SO,47.1595,7.50196
4573,Lohn-Ammannsegg,SO,47.1734,7.52782
4574,L�sslingen,SO,47.1826,7.48914
4576,Tscheppach,SO,47.1459,7.48145
4577,Hessigkofen,SO,47.1419,7.45996
4578,Bibern SO,SO,47.1469,7.45235
4579,Gossliwil,SO,47.1362,7.43198
4581,K�ttigkofen,SO,47.1507,7.51275
4582,Br�gglen,SO,47.1358,7.49459
4583,Aetigkofen,SO,47.1232,7.46292
4584,L�terswil,SO,47.1199,7.44096
4585,Biezwil,SO,47.1107,7.4188
4586,Kyburg-Buchegg,SO,47.142,7.51068
4587,Aetingen,SO,47.1268,7.49815
4588,Brittern,SO,47.1085,7.46164
4600,Olten Filiale,SO,47.3448,7.90014
4601,Olten,SO,47.3521,7.90403
4603,Olten,SO,47.3448,7.90014
4609,Olten,SO,47.3521,7.90403
4611,H�rkingen DMIP,SO,47.309,7.817
4612,Wangen b.Olt. Zust,SO,47.3418,7.87086
4613,Rickenbach SO,SO,47.3423,7.84266
4614,H�gendorf Zust,SO,47.3454,7.82453
4615,Allerheiligenberg,SO,47.3523,7.81469
4616,Kappel SO,SO,47.3208,7.85304
4617,Gunzgen,SO,47.3128,7.83526
4618,Boningen,SO,47.3037,7.8531
4620,H�rkingen Dist Ba,SO,47.312,7.81396
4621,H�rkingen DSAG,SO,47.309,7.817
4622,Egerkingen,SO,47.326,7.79637
4623,Neuendorf,SO,47.2972,7.80083
4624,H�rkingen,SO,47.3046,7.82139
4625,Oberbuchsiten,SO,47.3122,7.75987
4626,Niederbuchsiten,SO,47.2899,7.76902
4628,Wolfwil,SO,47.2701,7.79821
4629,Fulenbach,SO,47.2808,7.83277
4630,H�rkingen CALL,SO,47.312,7.81396
4632,Trimbach Zust,SO,47.3697,7.88953
4633,Hauenstein-Ifenthal,SO,47.3629,7.74836
4634,Wisen SO,SO,47.3944,7.8739
4640,H�rkingen ST PP 1,SO,47.312,7.81396
4652,Winznau,SO,47.3698,7.92474
4653,Oberg�sgen,SO,47.3641,7.95414
4654,Lostorf,SO,47.3885,7.93475
4655,Rohr SO,SO,47.3939,7.9683
4656,Starrkirch-Wil,SO,47.343,7.92711
4657,Dulliken,SO,47.3448,7.94626
4658,D�niken,SO,47.3555,7.97978
4663,Aarburg Zust,AG,47.3242,7.90736
4665,Oftringen SPN,AG,47.3134,7.93895
4702,Oensingen Hub,SO,47.2879,7.72268
4703,Kestenholz,SO,47.2763,7.75332
4704,Niederbipp Zust,BE,47.2662,7.70381
4710,Balsthal Zust,SO,47.3144,7.70038
4712,Laupersdorf,SO,47.3142,7.65545
4713,Matzendorf,SO,47.3048,7.62699
4714,Aedermannsdorf,SO,47.3096,7.59296
4715,Herbetswil,SO,47.2936,7.57272
4716,G�nsbrunnen,SO,47.2761,7.5206
4717,M�mliswil-Ramiswil,SO,47.3519,7.69903
4718,Holderbank SO,SO,47.3315,7.75136
4719,Ramiswil,SO,47.3517,7.64272
4800,Zofingen PF,AG,47.2888,7.96334
4801,Zofingen,AG,47.2886,7.94631
4802,Strengelbach,AG,47.2818,7.9227
4803,Vordemwald,AG,47.27,7.89234
4805,Brittnau,AG,47.2547,7.92749
4806,Wikon Zustellung,LU,47.2677,7.97904
4807,Zofingen PF,AG,47.2886,7.94631
4808,Zofingen PF,AG,47.2886,7.94631
4809,Zofingen PF UBS,AG,47.2886,7.94631
4810,Zofingen PF GLKB,AG,47.2886,7.94631
4812,M�hlethal,AG,47.3032,7.98488
4813,Uerkheim Zust,AG,47.3036,8.00899
4814,Bottenwil,AG,47.2842,8.0029
4852,Rothrist Zust,AG,47.2983,7.88537
4853,Riken AG,AG,47.258,7.85514
4856,Glash�tten,AG,47.2586,7.84517
4900,Langenthal 1 Zust,BE,47.2158,7.79456
4901,Langenthal,BE,47.2121,7.79
4902,Langenthal,BE,47.2158,7.79456
4911,Schwarzh�usern,BE,47.2556,7.76673
4912,Aarwangen,BE,47.2353,7.76346
4913,Bannwil,BE,47.2383,7.72648
4914,Roggwil BE,BE,47.2356,7.81718
4915,St. Urban,LU,47.2273,7.83913
4916,Untersteckholz,BE,46.876,7.27883
4917,Busswil b. Melchnau,BE,47.1771,7.85618
4919,Reisiswil,BE,47.1595,7.83947
4922,Thunstetten,BE,47.205,7.73442
4923,Wynau,BE,47.2561,7.80538
4924,Obersteckholz,BE,47.2005,7.82402
4932,Gutenburg,BE,47.1902,7.79208
4933,R�tschelen,BE,47.1704,7.77056
4934,Madiswil,BE,47.1619,7.81101
4935,Leimiswil,BE,47.1452,7.76487
4936,Kleindietwil,BE,47.1408,7.79183
4937,Ursenbach,BE,47.1293,7.76415
4938,Rohrbachgraben,BE,47.1319,7.81075
4942,Walterswil BE,BE,47.1023,7.76237
4943,Oeschenbach,BE,47.1096,7.7457
4944,Auswil,BE,47.1323,7.83405
4950,Huttwil Zustellung,BE,47.1078,7.84643
4952,Eriswil,BE,47.0718,7.85771
4953,Schwarzenbach BE,BE,47.1072,7.8283
4954,Wyssachen,BE,47.074,7.82141
4955,Gondiswil,BE,47.1427,7.86946
5000,Aarau Kaserne,AG,47.3888,8.0483
5001,Aarau 1 F�cher,AG,47.3918,8.04999
5004,Aarau 4 F�cher,AG,47.3888,8.0483
5012,Sch�nenwerd Zust,SO,47.3731,8.00953
5013,Niederg�sgen,SO,47.3734,7.98396
5014,Gretzenbach F�cher,SO,47.3478,7.99641
5015,Niedererlinsbach,SO,47.4059,7.99374
5016,Obererlinsbach,SO,47.3959,7.99686
5017,Barmelweid,AG,47.4216,7.97296
5018,Erlinsbach,AG,47.4079,7.99281
5022,Rombach,AG,47.4077,8.04974
5023,Biberstein,AG,47.4176,8.08232
5024,K�ttigen,AG,47.4203,8.04409
5025,Asp,AG,47.4421,8.0538
5026,Densb�ren,AG,47.4511,8.05498
5027,Herznach,AG,47.4663,8.04312
5028,Ueken,AG,47.4853,8.04347
5032,Rohr AG,AG,47.4055,8.08226
5033,Buchs AG Zust,AG,47.3924,8.06423
5034,Suhr Zustellung,AG,47.3748,8.08388
5035,Unterentfelden,AG,47.3684,8.04274
5036,Oberentfelden Zust,AG,47.3542,8.04128
5037,Muhen,AG,47.333,8.06278
5040,Sch�ftland,AG,47.3053,8.05574
5042,Hirschthal,AG,47.3176,8.06722
5043,Holziken,AG,47.3195,8.03435
5044,Schlossrued,AG,47.2906,8.08786
5046,Schmiedrued-Walde,AG,47.2643,8.10768
5053,Wittwil,AG,47.2831,8.03872
5054,Moosleerau,AG,47.2665,8.06415
5056,Attelwil,AG,47.2579,8.03785
5057,Reitnau,AG,47.2515,8.03557
5058,Wiliberg,AG,47.2654,8.01557
5062,Oberhof,AG,47.44,8.00068
5063,W�lflinswil,AG,47.4625,8.00045
5064,Wittnau,AG,47.4777,7.9738
5070,Frick Zustellung,AG,47.5097,8.01418
5072,Oeschgen,AG,47.5163,8.0161
5073,Gipf-Oberfrick,AG,47.4929,7.99625
5074,Eiken,AG,47.5371,7.98922
5075,Hornussen,AG,47.5013,8.06372
5076,B�zen,AG,47.4965,8.08585
5077,Elfingen,AG,47.5076,8.09701
5078,Effingen,AG,47.4925,8.11296
5079,Zeihen,AG,47.4696,8.08924
5080,Laufenburg,AG,47.5566,8.06322
5082,Kaisten,AG,47.539,8.04494
5083,Ittenthal,AG,47.5183,8.05652
5084,Rheinsulz,AG,47.5559,8.08907
5085,Sulz AG,AG,47.5386,8.08489
5102,Rupperswil,AG,47.4038,8.1317
5103,M�riken-Wildegg,AG,47.3684,8.16551
5105,Auenstein,AG,47.4181,8.12678
5106,Veltheim AG,AG,47.4306,8.1294
5107,Schinznach-Dorf,AG,47.4504,8.13033
5108,Oberflachs,AG,47.4354,8.12033
5112,Thalheim AG,AG,47.4374,8.09024
5113,Holderbank AG,AG,47.4308,8.14388
5116,Schinznach-Bad,AG,47.4258,8.165
5200,Brugg AG Dist Fil,AG,47.4842,8.20676
5201,Brugg AG,AG,47.4838,8.20725
5210,Windisch,AG,47.4759,8.22213
5212,Hausen AG,AG,47.4599,8.16511
5213,Villnachern,AG,47.4725,8.1626
5222,Umiken,AG,47.4773,8.18722
5223,Riniken,AG,47.494,8.18679
5224,Linn,AG,47.4651,8.1223
5225,Oberb�zberg,AG,47.4994,8.15379
5232,Villigen PSI,AG,47.5376,8.2252
5233,Stilli,AG,47.5162,8.19445
5234,Villigen,AG,47.5296,8.20728
5235,R�fenach,AG,47.5035,8.21009
5236,Remigen,AG,47.5148,8.17616
5237,M�nthal,AG,47.5151,8.13408
5242,Birr-Lupfig Zust,AG,47.433,8.21139
5243,M�lligen,AG,47.4502,8.23781
5244,Birrhard,AG,47.4339,8.24143
5245,Habsburg,AG,47.4615,8.18553
5246,Scherz,AG,47.4463,8.18399
5272,Gansingen,AG,47.5362,8.12623
5273,Oberhofen AG,AG,47.5527,8.11564
5274,Mettau,AG,47.5667,8.12625
5275,Etzgen,AG,47.571,8.11272
5276,Wil AG,AG,47.5659,8.15486
5277,Hottwil,AG,47.543,8.16184
5300,Turgi,AG,47.4878,8.259
